TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"9464785","Riftbound League of Legends Trading Card Game","Legacy","Legacy - Booster Display","","","None","Unopened","","","","","","0","",""
"9464787","Riftbound League of Legends Trading Card Game","Legacy","Legacy - Booster Display Case","","","None","Unopened","","","","","","0","",""
"9464786","Riftbound League of Legends Trading Card Game","Legacy","Legacy - Booster Pack","","","None","Unopened","","","","","","0","",""
"9464788","Riftbound League of Legends Trading Card Game","Legacy","Legacy - Pre-Rift Event Kit","","","None","Unopened","","","","","","0","",""
"9464789","Riftbound League of Legends Trading Card Game","Legacy","Legacy - Pre-Rift Kit","","","None","Unopened","","","","","","0","",""
"9464796","Riftbound League of Legends Trading Card Game","Legacy","Legacy - Vault Bundle","","","None","Unopened","","","","","","0","",""
"9464795","Riftbound League of Legends Trading Card Game","Legacy","Legacy - Vault Bundle Case","","","None","Unopened","","","","","","0","",""
"8926937","Riftbound League of Legends Trading Card Game","Origins","Acceptable Losses","","179/298","Uncommon","Near Mint","0.72","","1.8900","0.4000","0","0","0.4600",""
"8926938","Riftbound League of Legends Trading Card Game","Origins","Acceptable Losses","","179/298","Uncommon","Lightly Played","0.45","","1.9700","0.4800","","0","",""
"8926939","Riftbound League of Legends Trading Card Game","Origins","Acceptable Losses","","179/298","Uncommon","Moderately Played","0.14","","20.1300","0.1400","","0","",""
"8926940","Riftbound League of Legends Trading Card Game","Origins","Acceptable Losses","","179/298","Uncommon","Heavily Played","","","","","","0","",""
"8926941","Riftbound League of Legends Trading Card Game","Origins","Acceptable Losses","","179/298","Uncommon","Damaged","","","","","","0","",""
"8926942","Riftbound League of Legends Trading Card Game","Origins","Acceptable Losses","","179/298","Uncommon","Near Mint Foil","3.78","","4.7800","3.2900","","0","",""
"8926943","Riftbound League of Legends Trading Card Game","Origins","Acceptable Losses","","179/298","Uncommon","Lightly Played Foil","1.68","","4.9900","1.0000","","0","",""
"8926944","Riftbound League of Legends Trading Card Game","Origins","Acceptable Losses","","179/298","Uncommon","Moderately Played Foil","","","","","","0","",""
"8926945","Riftbound League of Legends Trading Card Game","Origins","Acceptable Losses","","179/298","Uncommon","Heavily Played Foil","","","","","","0","",""
"8926946","Riftbound League of Legends Trading Card Game","Origins","Acceptable Losses","","179/298","Uncommon","Damaged Foil","","","","","","0","",""
"8925897","Riftbound League of Legends Trading Card Game","Origins","Adaptatron","","056/298","Uncommon","Near Mint","0.26","","1.6400","0.1500","","0","",""
"8925898","Riftbound League of Legends Trading Card Game","Origins","Adaptatron","","056/298","Uncommon","Lightly Played","0.43","","1.7700","0.2700","","0","",""
"8925899","Riftbound League of Legends Trading Card Game","Origins","Adaptatron","","056/298","Uncommon","Moderately Played","0.22","","20.1300","0.1400","","0","",""
"8925900","Riftbound League of Legends Trading Card Game","Origins","Adaptatron","","056/298","Uncommon","Heavily Played","","","","","","0","",""
"8925901","Riftbound League of Legends Trading Card Game","Origins","Adaptatron","","056/298","Uncommon","Damaged","","","","","","0","",""
"8925902","Riftbound League of Legends Trading Card Game","Origins","Adaptatron","","056/298","Uncommon","Near Mint Foil","2.55","","3.4900","2.0000","","0","",""
"8925903","Riftbound League of Legends Trading Card Game","Origins","Adaptatron","","056/298","Uncommon","Lightly Played Foil","2.48","","4.8400","3.3500","","0","",""
"8925904","Riftbound League of Legends Trading Card Game","Origins","Adaptatron","","056/298","Uncommon","Moderately Played Foil","","","","","","0","",""
"8925905","Riftbound League of Legends Trading Card Game","Origins","Adaptatron","","056/298","Uncommon","Heavily Played Foil","","","","","","0","",""
"8925906","Riftbound League of Legends Trading Card Game","Origins","Adaptatron","","056/298","Uncommon","Damaged Foil","","","","","","0","",""
"8925997","Riftbound League of Legends Trading Card Game","Origins","Ahri, Alluring","","066/298","Rare","Near Mint Foil","1.18","","2.3900","0.9000","","0","",""
"8925998","Riftbound League of Legends Trading Card Game","Origins","Ahri, Alluring","","066/298","Rare","Lightly Played Foil","1.16","","2.6900","1.2000","","0","",""
"8925999","Riftbound League of Legends Trading Card Game","Origins","Ahri, Alluring","","066/298","Rare","Moderately Played Foil","0.49","","","","","0","",""
"8926000","Riftbound League of Legends Trading Card Game","Origins","Ahri, Alluring","","066/298","Rare","Heavily Played Foil","","","","","","0","",""
"8926001","Riftbound League of Legends Trading Card Game","Origins","Ahri, Alluring","","066/298","Rare","Damaged Foil","","","","","","0","",""
"8926002","Riftbound League of Legends Trading Card Game","Origins","Ahri, Alluring (Alternate Art)","","066a/298","Showcase","Near Mint Foil","8.89","","7.9900","7.9900","","0","",""
"8926003","Riftbound League of Legends Trading Card Game","Origins","Ahri, Alluring (Alternate Art)","","066a/298","Showcase","Lightly Played Foil","8.02","","10.1100","10.1100","","0","",""
"8926004","Riftbound League of Legends Trading Card Game","Origins","Ahri, Alluring (Alternate Art)","","066a/298","Showcase","Moderately Played Foil","","","","","","0","",""
"8926005","Riftbound League of Legends Trading Card Game","Origins","Ahri, Alluring (Alternate Art)","","066a/298","Showcase","Heavily Played Foil","","","","","","0","",""
"8926006","Riftbound League of Legends Trading Card Game","Origins","Ahri, Alluring (Alternate Art)","","066a/298","Showcase","Damaged Foil","","","","","","0","",""
"8926412","Riftbound League of Legends Trading Card Game","Origins","Ahri, Inquisitive","","119/298","Epic","Near Mint Foil","7.21","","6.7800","5.7900","","0","",""
"8926413","Riftbound League of Legends Trading Card Game","Origins","Ahri, Inquisitive","","119/298","Epic","Lightly Played Foil","8.60","","11.9500","11.9500","","0","",""
"8926414","Riftbound League of Legends Trading Card Game","Origins","Ahri, Inquisitive","","119/298","Epic","Moderately Played Foil","6.14","","","","","0","",""
"8926415","Riftbound League of Legends Trading Card Game","Origins","Ahri, Inquisitive","","119/298","Epic","Heavily Played Foil","","","","","","0","",""
"8926416","Riftbound League of Legends Trading Card Game","Origins","Ahri, Inquisitive","","119/298","Epic","Damaged Foil","","","","","","0","",""
"8928567","Riftbound League of Legends Trading Card Game","Origins","Ahri, Inquisitive (Alternate Art)","","119a/298","Showcase","Near Mint Foil","16.37","","16.7500","15.7600","","0","",""
"8928568","Riftbound League of Legends Trading Card Game","Origins","Ahri, Inquisitive (Alternate Art)","","119a/298","Showcase","Lightly Played Foil","14.05","","17.8400","17.8400","","0","",""
"8928569","Riftbound League of Legends Trading Card Game","Origins","Ahri, Inquisitive (Alternate Art)","","119a/298","Showcase","Moderately Played Foil","7.00","","","","","0","",""
"8928570","Riftbound League of Legends Trading Card Game","Origins","Ahri, Inquisitive (Alternate Art)","","119a/298","Showcase","Heavily Played Foil","","","","","","0","",""
"8928571","Riftbound League of Legends Trading Card Game","Origins","Ahri, Inquisitive (Alternate Art)","","119a/298","Showcase","Damaged Foil","9.00","","","","","0","",""
"8927532","Riftbound League of Legends Trading Card Game","Origins","Ahri, Nine-Tailed Fox","","255/298","Rare","Near Mint Foil","2.62","","3.7400","2.2500","1","0","3.5000",""
"8927533","Riftbound League of Legends Trading Card Game","Origins","Ahri, Nine-Tailed Fox","","255/298","Rare","Lightly Played Foil","2.58","","3.4900","2.0000","","0","",""
"8927534","Riftbound League of Legends Trading Card Game","Origins","Ahri, Nine-Tailed Fox","","255/298","Rare","Moderately Played Foil","","","","","","0","",""
"8927535","Riftbound League of Legends Trading Card Game","Origins","Ahri, Nine-Tailed Fox","","255/298","Rare","Heavily Played Foil","","","","","","0","",""
"8927536","Riftbound League of Legends Trading Card Game","Origins","Ahri, Nine-Tailed Fox","","255/298","Rare","Damaged Foil","","","","","","0","",""
"8927892","Riftbound League of Legends Trading Card Game","Origins","Ahri, Nine-Tailed Fox (Overnumbered)","","303/298","Showcase","Near Mint Foil","384.31","","365.9900","360.0000","","0","",""
"8927893","Riftbound League of Legends Trading Card Game","Origins","Ahri, Nine-Tailed Fox (Overnumbered)","","303/298","Showcase","Lightly Played Foil","256.67","","360.0000","360.0000","","0","",""
"8927894","Riftbound League of Legends Trading Card Game","Origins","Ahri, Nine-Tailed Fox (Overnumbered)","","303/298","Showcase","Moderately Played Foil","","","","","","0","",""
"8927895","Riftbound League of Legends Trading Card Game","Origins","Ahri, Nine-Tailed Fox (Overnumbered)","","303/298","Showcase","Heavily Played Foil","","","","","","0","",""
"8927896","Riftbound League of Legends Trading Card Game","Origins","Ahri, Nine-Tailed Fox (Overnumbered)","","303/298","Showcase","Damaged Foil","","","","","","0","",""
"8927897","Riftbound League of Legends Trading Card Game","Origins","Ahri, Nine-Tailed Fox (Signature)","","303*/298","Showcase","Near Mint Foil","3420.28","","7500.9900","7500.0000","","0","",""
"8927898","Riftbound League of Legends Trading Card Game","Origins","Ahri, Nine-Tailed Fox (Signature)","","303*/298","Showcase","Lightly Played Foil","","","7500.0000","7500.0000","","0","",""
"8927899","Riftbound League of Legends Trading Card Game","Origins","Ahri, Nine-Tailed Fox (Signature)","","303*/298","Showcase","Moderately Played Foil","","","","","","0","",""
"8927900","Riftbound League of Legends Trading Card Game","Origins","Ahri, Nine-Tailed Fox (Signature)","","303*/298","Showcase","Heavily Played Foil","","","","","","0","",""
"8927901","Riftbound League of Legends Trading Card Game","Origins","Ahri, Nine-Tailed Fox (Signature)","","303*/298","Showcase","Damaged Foil","","","","","","0","",""
"8927387","Riftbound League of Legends Trading Card Game","Origins","Albus Ferros","","230/298","Rare","Near Mint Foil","0.10","","1.5000","0.0100","","0","",""
"8927388","Riftbound League of Legends Trading Card Game","Origins","Albus Ferros","","230/298","Rare","Lightly Played Foil","0.13","","1.5400","0.0500","","0","",""
"8927389","Riftbound League of Legends Trading Card Game","Origins","Albus Ferros","","230/298","Rare","Moderately Played Foil","","","1.7400","0.2500","","0","",""
"8927390","Riftbound League of Legends Trading Card Game","Origins","Albus Ferros","","230/298","Rare","Heavily Played Foil","","","","","","0","",""
"8927391","Riftbound League of Legends Trading Card Game","Origins","Albus Ferros","","230/298","Rare","Damaged Foil","","","","","","0","",""
"8927612","Riftbound League of Legends Trading Card Game","Origins","Altar to Unity","","275/298","Uncommon","Near Mint","0.07","","1.5200","0.0300","","0","",""
"8927613","Riftbound League of Legends Trading Card Game","Origins","Altar to Unity","","275/298","Uncommon","Lightly Played","0.14","","1.5900","0.1000","","0","",""
"8927614","Riftbound League of Legends Trading Card Game","Origins","Altar to Unity","","275/298","Uncommon","Moderately Played","","","1.6400","0.1500","","0","",""
"8927615","Riftbound League of Legends Trading Card Game","Origins","Altar to Unity","","275/298","Uncommon","Heavily Played","","","","","","0","",""
"8927616","Riftbound League of Legends Trading Card Game","Origins","Altar to Unity","","275/298","Uncommon","Damaged","","","","","","0","",""
"8927617","Riftbound League of Legends Trading Card Game","Origins","Altar to Unity","","275/298","Uncommon","Near Mint Foil","0.37","","1.7400","0.2500","","0","",""
"8927618","Riftbound League of Legends Trading Card Game","Origins","Altar to Unity","","275/298","Uncommon","Lightly Played Foil","0.51","","1.8800","0.3900","","0","",""
"8927619","Riftbound League of Legends Trading Card Game","Origins","Altar to Unity","","275/298","Uncommon","Moderately Played Foil","","","","","","0","",""
"8927620","Riftbound League of Legends Trading Card Game","Origins","Altar to Unity","","275/298","Uncommon","Heavily Played Foil","","","","","","0","",""
"8927621","Riftbound League of Legends Trading Card Game","Origins","Altar to Unity","","275/298","Uncommon","Damaged Foil","","","","","","0","",""
"8926687","Riftbound League of Legends Trading Card Game","Origins","Anivia, Primal","","148/298","Rare","Near Mint Foil","0.29","","1.6100","0.1200","","0","",""
"8926688","Riftbound League of Legends Trading Card Game","Origins","Anivia, Primal","","148/298","Rare","Lightly Played Foil","0.46","","1.7400","0.2500","","0","",""
"8926689","Riftbound League of Legends Trading Card Game","Origins","Anivia, Primal","","148/298","Rare","Moderately Played Foil","0.63","","2.4900","1.0000","","0","",""
"8926690","Riftbound League of Legends Trading Card Game","Origins","Anivia, Primal","","148/298","Rare","Heavily Played Foil","","","","","","0","",""
"8926691","Riftbound League of Legends Trading Card Game","Origins","Anivia, Primal","","148/298","Rare","Damaged Foil","","","","","","0","",""
"8926442","Riftbound League of Legends Trading Card Game","Origins","Arena Bar","","124/298","Common","Near Mint","0.09","","1.5000","0.0100","","0","",""
"8926443","Riftbound League of Legends Trading Card Game","Origins","Arena Bar","","124/298","Common","Lightly Played","0.10","","1.5700","0.0800","","0","",""
"8926444","Riftbound League of Legends Trading Card Game","Origins","Arena Bar","","124/298","Common","Moderately Played","","","5.9800","0.9900","","0","",""
"8926445","Riftbound League of Legends Trading Card Game","Origins","Arena Bar","","124/298","Common","Heavily Played","","","","","","0","",""
"8926446","Riftbound League of Legends Trading Card Game","Origins","Arena Bar","","124/298","Common","Damaged","","","","","","0","",""
"8926447","Riftbound League of Legends Trading Card Game","Origins","Arena Bar","","124/298","Common","Near Mint Foil","0.27","","1.5900","0.1000","","0","",""
"8926448","Riftbound League of Legends Trading Card Game","Origins","Arena Bar","","124/298","Common","Lightly Played Foil","0.29","","1.6700","0.1800","","0","",""
"8926449","Riftbound League of Legends Trading Card Game","Origins","Arena Bar","","124/298","Common","Moderately Played Foil","","","","","","0","",""
"8926450","Riftbound League of Legends Trading Card Game","Origins","Arena Bar","","124/298","Common","Heavily Played Foil","","","","","","0","",""
"8926451","Riftbound League of Legends Trading Card Game","Origins","Arena Bar","","124/298","Common","Damaged Foil","","","","","","0","",""
"8927622","Riftbound League of Legends Trading Card Game","Origins","Aspirant's Climb","","276/298","Uncommon","Near Mint","0.20","","1.6300","0.1400","","0","",""
"8927623","Riftbound League of Legends Trading Card Game","Origins","Aspirant's Climb","","276/298","Uncommon","Lightly Played","0.25","","1.7400","0.2400","","0","",""
"8927624","Riftbound League of Legends Trading Card Game","Origins","Aspirant's Climb","","276/298","Uncommon","Moderately Played","0.12","","20.0800","0.0900","","0","",""
"8927625","Riftbound League of Legends Trading Card Game","Origins","Aspirant's Climb","","276/298","Uncommon","Heavily Played","","","","","","0","",""
"8927626","Riftbound League of Legends Trading Card Game","Origins","Aspirant's Climb","","276/298","Uncommon","Damaged","","","","","","0","",""
"8927627","Riftbound League of Legends Trading Card Game","Origins","Aspirant's Climb","","276/298","Uncommon","Near Mint Foil","1.35","","2.4900","1.0000","","0","",""
"8927628","Riftbound League of Legends Trading Card Game","Origins","Aspirant's Climb","","276/298","Uncommon","Lightly Played Foil","1.35","","2.7900","1.3000","","0","",""
"8927629","Riftbound League of Legends Trading Card Game","Origins","Aspirant's Climb","","276/298","Uncommon","Moderately Played Foil","","","","","","0","",""
"8927630","Riftbound League of Legends Trading Card Game","Origins","Aspirant's Climb","","276/298","Uncommon","Heavily Played Foil","","","","","","0","",""
"8927631","Riftbound League of Legends Trading Card Game","Origins","Aspirant's Climb","","276/298","Uncommon","Damaged Foil","","","","","","0","",""
"8926347","Riftbound League of Legends Trading Card Game","Origins","Ava Achiever","","107/298","Rare","Near Mint Foil","0.22","","1.5900","0.1000","","0","",""
"8926348","Riftbound League of Legends Trading Card Game","Origins","Ava Achiever","","107/298","Rare","Lightly Played Foil","0.22","","1.5900","0.1000","","0","",""
"8926349","Riftbound League of Legends Trading Card Game","Origins","Ava Achiever","","107/298","Rare","Moderately Played Foil","0.04","","1.7700","0.2800","","0","",""
"8926350","Riftbound League of Legends Trading Card Game","Origins","Ava Achiever","","107/298","Rare","Heavily Played Foil","","","","","","0","",""
"8926351","Riftbound League of Legends Trading Card Game","Origins","Ava Achiever","","107/298","Rare","Damaged Foil","","","","","","0","",""
"8927632","Riftbound League of Legends Trading Card Game","Origins","Back-Alley Bar","","277/298","Uncommon","Near Mint","0.13","","1.5900","0.1000","","0","",""
"8927633","Riftbound League of Legends Trading Card Game","Origins","Back-Alley Bar","","277/298","Uncommon","Lightly Played","0.23","","1.6400","0.1500","","0","",""
"8927634","Riftbound League of Legends Trading Card Game","Origins","Back-Alley Bar","","277/298","Uncommon","Moderately Played","","","20.0000","0.0100","","0","",""
"8927635","Riftbound League of Legends Trading Card Game","Origins","Back-Alley Bar","","277/298","Uncommon","Heavily Played","","","","","","0","",""
"8927636","Riftbound League of Legends Trading Card Game","Origins","Back-Alley Bar","","277/298","Uncommon","Damaged","","","","","","0","",""
"8927637","Riftbound League of Legends Trading Card Game","Origins","Back-Alley Bar","","277/298","Uncommon","Near Mint Foil","0.53","","1.7800","0.2900","","0","",""
"8927638","Riftbound League of Legends Trading Card Game","Origins","Back-Alley Bar","","277/298","Uncommon","Lightly Played Foil","0.34","","1.8300","0.3400","","0","",""
"8927639","Riftbound League of Legends Trading Card Game","Origins","Back-Alley Bar","","277/298","Uncommon","Moderately Played Foil","","","","","","0","",""
"8927640","Riftbound League of Legends Trading Card Game","Origins","Back-Alley Bar","","277/298","Uncommon","Heavily Played Foil","","","","","","0","",""
"8927641","Riftbound League of Legends Trading Card Game","Origins","Back-Alley Bar","","277/298","Uncommon","Damaged Foil","","","","","","0","",""
"8927142","Riftbound League of Legends Trading Card Game","Origins","Back to Back","","206/298","Common","Near Mint","0.08","","1.5000","0.0100","","0","",""
"8927143","Riftbound League of Legends Trading Card Game","Origins","Back to Back","","206/298","Common","Lightly Played","0.11","","1.5200","0.0300","","0","",""
"8927144","Riftbound League of Legends Trading Card Game","Origins","Back to Back","","206/298","Common","Moderately Played","","","1.5900","0.1000","","0","",""
"8927145","Riftbound League of Legends Trading Card Game","Origins","Back to Back","","206/298","Common","Heavily Played","","","","","","0","",""
"8927146","Riftbound League of Legends Trading Card Game","Origins","Back to Back","","206/298","Common","Damaged","","","","","","0","",""
"8927147","Riftbound League of Legends Trading Card Game","Origins","Back to Back","","206/298","Common","Near Mint Foil","0.19","","1.5200","0.0300","","0","",""
"8927148","Riftbound League of Legends Trading Card Game","Origins","Back to Back","","206/298","Common","Lightly Played Foil","0.22","","1.6400","0.1500","","0","",""
"8927149","Riftbound League of Legends Trading Card Game","Origins","Back to Back","","206/298","Common","Moderately Played Foil","","","","","","0","",""
"8927150","Riftbound League of Legends Trading Card Game","Origins","Back to Back","","206/298","Common","Heavily Played Foil","","","","","","0","",""
"8927151","Riftbound League of Legends Trading Card Game","Origins","Back to Back","","206/298","Common","Damaged Foil","","","","","","0","",""
"8927457","Riftbound League of Legends Trading Card Game","Origins","Baited Hook","","242/298","Epic","Near Mint Foil","42.34","","44.0900","42.0900","","0","",""
"8927458","Riftbound League of Legends Trading Card Game","Origins","Baited Hook","","242/298","Epic","Lightly Played Foil","48.29","","49.2800","48.2900","","0","",""
"8927459","Riftbound League of Legends Trading Card Game","Origins","Baited Hook","","242/298","Epic","Moderately Played Foil","45.00","","","","","0","",""
"8927460","Riftbound League of Legends Trading Card Game","Origins","Baited Hook","","242/298","Epic","Heavily Played Foil","","","","","","0","",""
"8927461","Riftbound League of Legends Trading Card Game","Origins","Baited Hook","","242/298","Epic","Damaged Foil","52.00","","53.3000","53.3000","","0","",""
"8927642","Riftbound League of Legends Trading Card Game","Origins","Bandle Tree","","278/298","Uncommon","Near Mint","0.17","","1.5900","0.1000","","0","",""
"8927643","Riftbound League of Legends Trading Card Game","Origins","Bandle Tree","","278/298","Uncommon","Lightly Played","0.21","","1.6400","0.1500","","0","",""
"8927644","Riftbound League of Legends Trading Card Game","Origins","Bandle Tree","","278/298","Uncommon","Moderately Played","","","20.0000","0.0100","","0","",""
"8927645","Riftbound League of Legends Trading Card Game","Origins","Bandle Tree","","278/298","Uncommon","Heavily Played","","","","","","0","",""
"8927646","Riftbound League of Legends Trading Card Game","Origins","Bandle Tree","","278/298","Uncommon","Damaged","0.04","","","","","0","",""
"8927647","Riftbound League of Legends Trading Card Game","Origins","Bandle Tree","","278/298","Uncommon","Near Mint Foil","0.52","","1.7400","0.2500","","0","",""
"8927648","Riftbound League of Legends Trading Card Game","Origins","Bandle Tree","","278/298","Uncommon","Lightly Played Foil","0.80","","2.2800","0.7900","","0","",""
"8927649","Riftbound League of Legends Trading Card Game","Origins","Bandle Tree","","278/298","Uncommon","Moderately Played Foil","","","","","","0","",""
"8927650","Riftbound League of Legends Trading Card Game","Origins","Bandle Tree","","278/298","Uncommon","Heavily Played Foil","","","","","","0","",""
"8927651","Riftbound League of Legends Trading Card Game","Origins","Bandle Tree","","278/298","Uncommon","Damaged Foil","","","","","","0","",""
"8926452","Riftbound League of Legends Trading Card Game","Origins","Bilgewater Bully","","125/298","Common","Near Mint","0.04","","1.5000","0.0100","","0","",""
"8926453","Riftbound League of Legends Trading Card Game","Origins","Bilgewater Bully","","125/298","Common","Lightly Played","0.06","","1.5100","0.0200","","0","",""
"8926454","Riftbound League of Legends Trading Card Game","Origins","Bilgewater Bully","","125/298","Common","Moderately Played","","","1.8300","0.3400","","0","",""
"8926455","Riftbound League of Legends Trading Card Game","Origins","Bilgewater Bully","","125/298","Common","Heavily Played","","","","","","0","",""
"8926456","Riftbound League of Legends Trading Card Game","Origins","Bilgewater Bully","","125/298","Common","Damaged","","","","","","0","",""
"8926457","Riftbound League of Legends Trading Card Game","Origins","Bilgewater Bully","","125/298","Common","Near Mint Foil","0.14","","1.5200","0.0300","","0","",""
"8926458","Riftbound League of Legends Trading Card Game","Origins","Bilgewater Bully","","125/298","Common","Lightly Played Foil","0.33","","1.6700","0.1800","","0","",""
"8926459","Riftbound League of Legends Trading Card Game","Origins","Bilgewater Bully","","125/298","Common","Moderately Played Foil","","","","","","0","",""
"8926460","Riftbound League of Legends Trading Card Game","Origins","Bilgewater Bully","","125/298","Common","Heavily Played Foil","","","","","","0","",""
"8926461","Riftbound League of Legends Trading Card Game","Origins","Bilgewater Bully","","125/298","Common","Damaged Foil","","","","","","0","",""
"8926247","Riftbound League of Legends Trading Card Game","Origins","Blastcone Fae","","097/298","Uncommon","Near Mint","0.16","","1.5800","0.0900","","0","",""
"8926248","Riftbound League of Legends Trading Card Game","Origins","Blastcone Fae","","097/298","Uncommon","Lightly Played","0.22","","1.6400","0.1500","","0","",""
"8926249","Riftbound League of Legends Trading Card Game","Origins","Blastcone Fae","","097/298","Uncommon","Moderately Played","","","2.6800","1.1900","","0","",""
"8926250","Riftbound League of Legends Trading Card Game","Origins","Blastcone Fae","","097/298","Uncommon","Heavily Played","","","","","","0","",""
"8926251","Riftbound League of Legends Trading Card Game","Origins","Blastcone Fae","","097/298","Uncommon","Damaged","","","","","","0","",""
"8926252","Riftbound League of Legends Trading Card Game","Origins","Blastcone Fae","","097/298","Uncommon","Near Mint Foil","0.37","","1.7400","0.2500","","0","",""
"8926253","Riftbound League of Legends Trading Card Game","Origins","Blastcone Fae","","097/298","Uncommon","Lightly Played Foil","0.90","","1.9900","0.5000","","0","",""
"8926254","Riftbound League of Legends Trading Card Game","Origins","Blastcone Fae","","097/298","Uncommon","Moderately Played Foil","","","","","","0","",""
"8926255","Riftbound League of Legends Trading Card Game","Origins","Blastcone Fae","","097/298","Uncommon","Heavily Played Foil","","","","","","0","",""
"8926256","Riftbound League of Legends Trading Card Game","Origins","Blastcone Fae","","097/298","Uncommon","Damaged Foil","","","","","","0","",""
"8925402","Riftbound League of Legends Trading Card Game","Origins","Blazing Scorcher","","001/298","Common","Near Mint","0.07","","1.5000","0.0100","","0","",""
"8925403","Riftbound League of Legends Trading Card Game","Origins","Blazing Scorcher","","001/298","Common","Lightly Played","0.08","","1.5100","0.0100","","0","",""
"8925404","Riftbound League of Legends Trading Card Game","Origins","Blazing Scorcher","","001/298","Common","Moderately Played","0.01","","1.5900","0.1000","","0","",""
"8925405","Riftbound League of Legends Trading Card Game","Origins","Blazing Scorcher","","001/298","Common","Heavily Played","","","","","","0","",""
"8925406","Riftbound League of Legends Trading Card Game","Origins","Blazing Scorcher","","001/298","Common","Damaged","","","6.2300","0.2400","","0","",""
"8925407","Riftbound League of Legends Trading Card Game","Origins","Blazing Scorcher","","001/298","Common","Near Mint Foil","0.25","","1.6400","0.1500","","0","",""
"8925408","Riftbound League of Legends Trading Card Game","Origins","Blazing Scorcher","","001/298","Common","Lightly Played Foil","0.23","","1.6900","0.2000","","0","",""
"8925409","Riftbound League of Legends Trading Card Game","Origins","Blazing Scorcher","","001/298","Common","Moderately Played Foil","","","1.7400","0.2500","","0","",""
"8925410","Riftbound League of Legends Trading Card Game","Origins","Blazing Scorcher","","001/298","Common","Heavily Played Foil","","","","","","0","",""
"8925411","Riftbound League of Legends Trading Card Game","Origins","Blazing Scorcher","","001/298","Common","Damaged Foil","","","","","","0","",""
"8925647","Riftbound League of Legends Trading Card Game","Origins","Blind Fury","","025/298","Rare","Near Mint Foil","0.23","","1.5300","0.0400","","0","",""
"8925648","Riftbound League of Legends Trading Card Game","Origins","Blind Fury","","025/298","Rare","Lightly Played Foil","0.34","","1.6400","0.1500","","0","",""
"8925649","Riftbound League of Legends Trading Card Game","Origins","Blind Fury","","025/298","Rare","Moderately Played Foil","","","2.1600","0.6700","","0","",""
"8925650","Riftbound League of Legends Trading Card Game","Origins","Blind Fury","","025/298","Rare","Heavily Played Foil","","","","","","0","",""
"8925651","Riftbound League of Legends Trading Card Game","Origins","Blind Fury","","025/298","Rare","Damaged Foil","","","","","","0","",""
"8926007","Riftbound League of Legends Trading Card Game","Origins","Blitzcrank, Impassive","","067/298","Rare","Near Mint Foil","0.82","","2.1200","0.6300","","0","",""
"8926008","Riftbound League of Legends Trading Card Game","Origins","Blitzcrank, Impassive","","067/298","Rare","Lightly Played Foil","0.80","","2.2300","0.7400","","0","",""
"8926009","Riftbound League of Legends Trading Card Game","Origins","Blitzcrank, Impassive","","067/298","Rare","Moderately Played Foil","1.19","","7.1200","2.1300","","0","",""
"8926010","Riftbound League of Legends Trading Card Game","Origins","Blitzcrank, Impassive","","067/298","Rare","Heavily Played Foil","","","","","","0","",""
"8926011","Riftbound League of Legends Trading Card Game","Origins","Blitzcrank, Impassive","","067/298","Rare","Damaged Foil","","","","","","0","",""
"8925907","Riftbound League of Legends Trading Card Game","Origins","Block","","057/298","Uncommon","Near Mint","0.22","","1.5400","0.0500","","0","",""
"8925908","Riftbound League of Legends Trading Card Game","Origins","Block","","057/298","Uncommon","Lightly Played","0.22","","1.6400","0.1500","","0","",""
"8925909","Riftbound League of Legends Trading Card Game","Origins","Block","","057/298","Uncommon","Moderately Played","0.06","","5.0500","0.0600","","0","",""
"8925910","Riftbound League of Legends Trading Card Game","Origins","Block","","057/298","Uncommon","Heavily Played","","","","","","0","",""
"8925911","Riftbound League of Legends Trading Card Game","Origins","Block","","057/298","Uncommon","Damaged","","","","","","0","",""
"8925912","Riftbound League of Legends Trading Card Game","Origins","Block","","057/298","Uncommon","Near Mint Foil","0.55","","1.7400","0.2500","","0","",""
"8925913","Riftbound League of Legends Trading Card Game","Origins","Block","","057/298","Uncommon","Lightly Played Foil","0.85","","2.1900","0.7000","","0","",""
"8925914","Riftbound League of Legends Trading Card Game","Origins","Block","","057/298","Uncommon","Moderately Played Foil","","","","","","0","",""
"8925915","Riftbound League of Legends Trading Card Game","Origins","Block","","057/298","Uncommon","Heavily Played Foil","","","","","","0","",""
"8925916","Riftbound League of Legends Trading Card Game","Origins","Block","","057/298","Uncommon","Damaged Foil","","","","","","0","",""
"8926462","Riftbound League of Legends Trading Card Game","Origins","Body Rune","","126/298","Common","Near Mint","0.12","","1.5200","0.0300","","0","",""
"8926463","Riftbound League of Legends Trading Card Game","Origins","Body Rune","","126/298","Common","Lightly Played","0.18","","1.6400","0.1500","","0","",""
"8926464","Riftbound League of Legends Trading Card Game","Origins","Body Rune","","126/298","Common","Moderately Played","0.01","","5.0000","0.0100","","0","",""
"8926465","Riftbound League of Legends Trading Card Game","Origins","Body Rune","","126/298","Common","Heavily Played","","","","","","0","",""
"8926466","Riftbound League of Legends Trading Card Game","Origins","Body Rune","","126/298","Common","Damaged","","","99.0000","99.0000","","0","",""
